rho,delta,beta,alpha,mmse,mse_ridge_opt
0.05,0.1,1.0,0.9,0.012104892270520362,0.316227766016838
0.05,0.1,1.0,0.92,0.011811718634654356,0.3063858403911275
0.05,0.1,1.0,0.94,0.011532404823510922,0.29685959035509724
0.05,0.1,1.0,0.96,0.011265991266234732,0.2876476034853718
0.05,0.1,1.0,0.98,0.011011604754249116,0.2787475490101846
0.05,0.1,1.0,1.0,0.010768448976947842,0.2701562118716425
0.05,0.1,1.0,1.02,0.010535796494162364,0.2618695387886216
0.05,0.1,1.0,1.04,0.010312981649339359,0.2538826948140329
0.05,0.1,1.0,1.06,0.01009939299452256,0.24619012860600187
0.05,0.1,1.0,1.08,0.009894469730075128,0.2387856444554719
0.05,0.1,1.0,1.1,0.009697694970799642,0.23166247903554005
0.05,0.1,1.0,1.12,0.00950859231890877,0.22481338085566416
0.05,0.1,1.0,1.14,0.0093267216252364,0.21823069050575528
0.05,0.1,1.0,1.16,0.009151675915384794,0.21190641994557524
0.05,0.1,1.0,1.18,0.008983078449997461,0.20583232931581175
0.05,0.1,1.0,1.2,0.008820578874907392,0.20000000000000007
0.05,0.1,1.0,1.22,0.008663853873607574,0.19440090293338697
0.05,0.1,1.0,1.24,0.008512599023192235,0.18902646142032486
0.05,0.1,1.0,1.26,0.008366533757831918,0.18386810797320507
0.05,0.1,1.0,1.28,0.008225396313857658,0.17891733491393436
0.05,0.1,1.0,1.3,0.008088940108989529,0.17416573867739416
0.05,0.1,1.0,1.32,0.007956936840267992,0.16960505792204617
0.05,0.1,1.0,1.34,0.007829172248411509,0.16522720568516436
0.05,0.1,1.0,1.36,0.007705444101050785,0.16102429592034306
0.05,0.1,1.0,1.38,0.00758556692540846,0.15698866482558416
0.05,0.1,1.0,1.4,0.007469361142174558,0.15311288741492757
0.05,0.1,1.0,1.42,0.007356661537081033,0.1493897898091745
0.05,0.1,1.0,1.44,0.007247311658687305,0.14581245772583584
0.05,0.1,1.0,1.46,0.007141164530349742,0.14237424163885748
0.05,0.1,1.0,1.48,0.007038081445684519,0.1390687590584987
0.05,0.1,1.0,1.5,0.006937931577865819,0.1358898943540673
0.05,0.1,1.0,1.52,0.006840591811883678,0.13283179650969057
0.05,0.1,1.0,1.54,0.006745945084393301,0.1298888751680798
0.05,0.1,1.0,1.56,0.0066538813277680076,0.1270557952810576
0.05,0.1,1.0,1.58,0.006564296378889223,0.12432747064975602
0.05,0.1,1.0,1.6,0.006477091424462178,0.1216990566028302
0.05,0.1,1.0,1.62,0.00639217269504655,0.11916594202843755
0.05,0.1,1.0,1.64,0.006309451647577791,0.1167237409455183
0.05,0.1,1.0,1.66,0.006228843961663233,0.1143682837723311
0.05,0.1,1.0,1.68,0.0061502662155645815,0.11209560842532762
0.05,0.1,1.0,1.7,0.0060736530014727785,0.1099019513592785
0.05,0.1,1.0,1.72,0.005998921428496451,0.1077837386399847
0.05,0.1,1.0,1.74,0.0059260062829824545,0.10573757712379672
0.05,0.1,1.0,1.76,0.005854842383006598,0.10376024580330079
0.05,0.1,1.0,1.78,0.005785367167476019,0.10184868736576258
0.05,0.1,1.0,1.8,0.005717521155706118,0.09999999999999998
0.05,0.1,1.0,1.82,0.005651248096926298,0.09821142947811445
0.05,0.1,1.0,1.84,0.005586493544588067,0.09648036153074202
0.05,0.1,1.0,1.86,0.005523206006117443,0.09480431452799642
0.05,0.1,1.0,1.88,0.00546133624605416,0.09318093247293335
0.05,0.1,1.0,1.9,0.005400837063271546,0.0916079783099617
0.05,0.1,1.0,1.92,0.005341663581690748,0.09008332754710002
0.05,0.1,1.0,1.94,0.005283772511655793,0.08860496218811764
0.05,0.1,1.0,1.96,0.005227122736444767,0.08717096496837895
0.05,0.1,1.0,1.98,0.005171674752111222,0.08577951388648064
0.05,0.1,1.0,2.0,0.005117390618255335,0.08442887702247626
0.05,0.1,1.0,2.02,0.005064233956598607,0.08311740763254094
0.05,0.1,1.0,2.04,0.005012170653831527,0.08184353950929046
0.05,0.1,1.0,2.06,0.004961166639328551,0.08060578259654971
0.05,0.1,1.0,2.08,0.004911190141210109,0.07940271884718242
0.05,0.1,1.0,2.1,0.004862210384101728,0.07823299831252684
0.05,0.1,1.0,2.12,0.004814197916924612,0.07709533545207536
0.05,0.1,1.0,2.14,0.004767124223425401,0.07598850565221249
0.05,0.1,1.0,2.16,0.004720962314312294,0.07491134194308435
0.05,0.1,1.0,2.18,0.0046756856377950795,0.07386273190298986
0.05,0.1,1.0,2.2,0.004631266758461483,0.07284161474004813
0.05,0.1,1.0,2.22,0.004587688601107143,0.07184697854127953
0.05,0.1,1.0,2.24,0.00454492027840403,0.07087785767965826
0.05,0.1,1.0,2.26,0.004502942402828003,0.06993333037010685
0.05,0.1,1.0,2.28,0.004461732404695051,0.06901251636583705
0.05,0.1,1.0,2.3,0.004421270237569552,0.0681145747868609
0.05,0.1,1.0,2.32,0.00438153498581717,0.06723870207292182
0.05,0.1,1.0,2.34,0.00434250757446808,0.06638413005349997
0.05,0.1,1.0,2.36,0.004304169510453537,0.06555012412795203
0.05,0.1,1.0,2.38,0.004266501677557266,0.06473598154922822
0.05,0.1,1.0,2.4,0.004229488554760796,0.06394102980498517
0.05,0.1,1.0,2.42,0.004193111473883349,0.06316462509026699
0.05,0.1,1.0,2.44,0.004157354625217269,0.062406150866270216
0.05,0.1,1.0,2.46,0.004122202579623924,0.06166501650003242
0.05,0.1,1.0,2.48,0.004087640109738611,0.06094065598019216
0.05,0.1,1.0,2.5,0.004053652156863374,0.0602325267042626
0.05,0.1,1.0,2.52,0.004020224923651727,0.059540108333134834
0.05,0.1,1.0,2.54,0.003987344344600019,0.05886290170879316
0.05,0.1,1.0,2.56,0.003954997220302903,0.058200427831466284
0.05,0.1,1.0,2.58,0.003923170670441012,0.05755222689267492
0.05,0.1,1.0,2.6,0.0038918520130223344,0.05691785736085264
0.05,0.1,1.0,2.62,0.0038610298951400335,0.05629689511642444
0.05,0.1,1.0,2.64,0.0038306912591028475,0.055688932633419674
0.05,0.1,1.0,2.66,0.0038008266920208644,0.055093578204876814
0.05,0.1,1.0,2.68,0.0037714238623807184,0.054510455209469844
0.05,0.1,1.0,2.7,0.0037424722167519464,0.05393920141694564
0.05,0.1,1.0,2.72,0.0037139619264483503,0.053379468330107094
0.05,0.1,1.0,2.74,0.003685882549044006,0.052830920561224626
0.05,0.1,1.0,2.76,0.003658224553511169,0.052293235240882585
0.05,0.1,1.0,2.78,0.00363097856777439,0.05176610145739491
0.05,0.1,1.0,2.8,0.0036041353885862826,0.05124921972503915
0.05,0.1,1.0,2.82,0.0035776862247609564,0.050742301479462126
0.05,0.1,1.0,2.84,0.003551622339033278,0.05024506859871658
0.05,0.1,1.0,2.86,0.003525935508247424,0.04975725294847999
0.05,0.1,1.0,2.88,0.003500617554566987,0.04927859595009454
0.05,0.1,1.0,2.9,0.0034756605644497007,0.04880884817015141
0.05,0.1,1.0,2.92,0.0034510567718836205,0.04834776893042103
0.05,0.1,1.0,2.94,0.0034267991266457853,0.047895125936999405
0.05,0.1,1.0,2.96,0.003402877722612274,0.047450694927614556
0.05,0.1,1.0,2.98,0.0033792922769878553,0.047014259336095376
0.05,0.1,1.0,3.0,0.0033560295128272077,0.04658560997306527
0.05,0.1,1.0,3.02,0.003333094684287552,0.04616454472198661
0.05,0.1,1.0,3.04,0.003310461482923799,0.04575086824971808
0.05,0.1,1.0,3.06,0.003288133312799868,0.04534439173081595
0.05,0.1,1.0,3.08,0.0032661044807581474,0.04494493258483678
0.05,0.1,1.0,3.1,0.003244368634579553,0.04455231422595962
0.05,0.1,1.0,3.12,0.003222920370000937,0.044166365824268916
0.05,0.1,1.0,3.14,0.0032017534511440404,0.043786922078092316
0.05,0.1,1.0,3.16,0.0031808631745263716,0.04341382299681462
0.05,0.1,1.0,3.18,0.0031602436582931492,0.043046913693620126
0.05,0.1,1.0,3.2,0.003139889792838413,0.0426860441876562
0.05,0.1,1.0,3.22,0.0031197960566922145,0.042331069215130857
0.05,0.1,1.0,3.24,0.003099958152296245,0.041981848048888715
0.05,0.1,1.0,3.26,0.003080370893214779,0.04163824432603613
0.05,0.1,1.0,3.28,0.0030610295790342024,0.04130012588320642
0.05,0.1,1.0,3.3,0.0030419296690008535,0.040967364599085565
0.05,0.1,1.0,3.32,0.0030230665474083596,0.04063983624383238
0.05,0.1,1.0,3.34,0.003004435888755208,0.04031742033505192
0.05,0.1,1.0,3.36,0.0029860335427622786,0.040000000000000036
0.05,0.1,1.0,3.38,0.0029678552393239688,0.0396874618437113
0.05,0.1,1.0,3.4,0.002949897030635862,0.03937969582276257
0.05,0.1,1.0,3.42,0.002932154663949804,0.039076595124398206
0.05,0.1,1.0,3.44,0.002914624548386424,0.03877805605075757
0.05,0.1,1.0,3.46,0.0028973026834016036,0.038483977907960765
0.05,0.1,1.0,3.48,0.0028802946524917328,0.03819426289982131
0.05,0.1,1.0,3.5,0.0028632906422680904,0.037908816025965186
0.05,0.1,1.0,3.52,0.0028465509598805117,0.03762754498414733
0.05,0.1,1.0,3.54,0.0028300265792646773,0.037350360076572
0.05,0.1,1.0,3.56,0.0028136929036682856,0.03707717412002742
0.05,0.1,1.0,3.58,0.0027975467143130928,0.03680790235965736
0.05,0.1,1.0,3.6,0.0027815848346638417,0.03654246238620473
0.05,0.1,1.0,3.62,0.002765803851637272,0.036280774056564824
0.05,0.1,1.0,3.64,0.0027502010612744376,0.03602275941749966
0.05,0.1,1.0,3.66,0.00273477332176264,0.03576834263236717
0.05,0.1,1.0,3.68,0.002719517763166257,0.035517449910733245
0.05,0.1,1.0,3.7,0.002704431276730812,0.03527000944073222
0.05,0.1,1.0,3.72,0.0026895112810447763,0.03502595132405828
0.05,0.1,1.0,3.74,0.0026747551405977843,0.034785207513466476
0.05,0.1,1.0,3.76,0.002660159892142855,0.034547711752676125
0.05,0.1,1.0,3.78,0.002645723205978112,0.03431339951856893
0.05,0.1,1.0,3.8,0.0026314422778874746,0.03408220796558292
0.05,0.1,1.0,3.82,0.0026173147036979705,0.033854075872205125
0.05,0.1,1.0,3.84,0.0026033380220771285,0.03362894358947477
0.05,0.1,1.0,3.86,0.0025895098131284433,0.03340675299140916
0.05,0.1,1.0,3.88,0.0025758277346433767,0.0331874474272692
0.05,0.1,1.0,3.9,0.0025622894824369746,0.032970971675589045
0.05,0.1,1.0,3.92,0.002548892780857903,0.03275727189989286
0.05,0.1,1.0,3.94,0.0025356354604632036,0.03254629560602795
0.05,0.1,1.0,3.96,0.00252251522093494,0.03233799160104911
0.05,0.1,1.0,3.98,0.002509530218509859,0.03213230995358651
0.05,0.1,1.0,4.0,0.0024966781334806454,0.03192920195563742
0.05,0.1,1.0,4.02,0.002483957034778772,0.03172862008572308
0.05,0.1,1.0,4.04,0.00247136492243083,0.031530517973354044
0.05,0.1,1.0,4.06,0.0024588998148513674,0.0313348503647527
0.05,0.1,1.0,4.08,0.0024465597860786614,0.03114157308977794
0.05,0.1,1.0,4.1,0.0024343430406312816,0.03095064303000905
0.05,0.1,1.0,4.12,0.002422247657900667,0.030762018087937104
0.05,0.1,1.0,4.14,0.002410271920768925,0.030575657157223435
0.05,0.1,1.0,4.16,0.002398413970978952,0.030391520093980717
0.05,0.1,1.0,4.18,0.002386672174696458,0.030209567689037042
0.05,0.1,1.0,4.2,0.0023750446459619434,0.030029761641144237
0.05,0.1,1.0,4.22,0.0023635300732812725,0.02985206453109379
0.05,0.1,1.0,4.24,0.0023521264855247415,0.0296764397967042
0.05,0.1,1.0,4.26,0.0023408324396188007,0.02950285170864808
0.05,0.1,1.0,4.28,0.0023296463058929406,0.029331265347082525
0.05,0.1,1.0,4.3,0.0023185665874646544,0.029161646579058176
0.05,0.1,1.0,4.32,0.002307591774393325,0.02899396203667126
0.05,0.1,1.0,4.34,0.002296720358369475,0.028828179095933937
0.05,0.1,1.0,4.36,0.0022859508637342874,0.028664265856334414
0.05,0.1,1.0,4.38,0.0022752819395082113,0.02850219112106278
0.05,0.1,1.0,4.4,0.002264712140792713,0.02834192437787386
0.05,0.1,1.0,4.42,0.0022542400211583713,0.028183435780568922
0.05,0.1,1.0,4.44,0.0022438643843951667,0.028026696131066897
0.05,0.1,1.0,4.46,0.0022335837299041206,0.027871676862049832
0.05,0.1,1.0,4.48,0.002223396894657559,0.027718350020156435
0.05,0.1,1.0,4.5,0.0022133025742316903,0.02756668824970654
0.05,0.1,1.0,4.52,0.002203299562285266,0.02741666477693616
0.05,0.1,1.0,4.54,0.0021933865078913595,0.027268253394725606
0.05,0.1,1.0,4.56,0.002183562207914158,0.027121428447800744
0.05,0.1,1.0,4.58,0.002173825442937871,0.026976164818394155
0.05,0.1,1.0,4.6,0.002164175264147805,0.026832437912345908
0.05,0.1,1.0,4.62,0.00215461042749987,0.026690223645630562
0.05,0.1,1.0,4.64,0.0021451296844366974,0.026549498431295726
0.05,0.1,1.0,4.66,0.0021357319348155324,0.026410239166795857
0.05,0.1,1.0,4.68,0.0021264163345030562,0.02627242322170875
0.05,0.1,1.0,4.7,0.0021171815453887577,0.0261360284258223
0.05,0.1,1.0,4.72,0.0021080265786908026,0.026001033057575507
0.05,0.1,1.0,4.74,0.002098950579990655,0.025867415832846352
0.05,0.1,1.0,4.76,0.0020899523109318974,0.025735155894069273
0.05,0.1,1.0,4.78,0.002081030868226863,0.025604232799675275
0.05,0.1,1.0,4.8,0.0020721852555499742,0.025474626513841025
0.05,0.1,1.0,4.82,0.002063414612394343,0.025346317396539142
0.05,0.1,1.0,4.84,0.0020547177621723645,0.025219286193876034
0.05,0.1,1.0,4.86,0.002046093944777505,0.02509351402870985
0.05,0.1,1.0,4.88,0.0020375422753684536,0.02496898239154044
0.05,0.1,1.0,4.9,0.0020290617683864642,0.02484567313165864
0.05,0.1,1.0,4.92,0.0020206515742743347,0.024723568448549615
0.05,0.1,1.0,4.94,0.002012311036345138,0.0246026508835403
0.05,0.1,1.0,4.96,0.002004038583010015,0.024482903311682347
0.05,0.1,1.0,4.98,0.0019958340463602786,0.02436430893386632
0.05,0.1,1.0,5.0,0.0019876965182765716,0.024246851269153935
