rho,delta,beta,alpha,mmse,mse_ridge_opt
1.0,0.0,2.0,0.96,0.005864582290664555,0.040000000000000036
2.0,0.0,2.0,0.96,0.030255683991520455,0.040000000000000036
0.1,0.0,2.0,0.965,0.0,0.03500000000000003
0.2,0.0,2.0,0.965,0.0,0.03500000000000003
0.5,0.0,2.0,0.965,0.0,0.03500000000000003
1.0,0.0,2.0,0.965,0.004547225576098102,0.03500000000000003
2.0,0.0,2.0,0.965,0.02635156078569456,0.03500000000000003
0.1,0.0,2.0,0.97,0.0,0.030000000000000027
0.2,0.0,2.0,0.97,0.0,0.030000000000000027
0.5,0.0,2.0,0.97,0.0,0.030000000000000027
1.0,0.0,2.0,0.97,0.00338187978709259,0.030000000000000027
2.0,0.0,2.0,0.97,0.02248094582742788,0.030000000000000027
0.1,0.0,2.0,0.975,0.0,0.025000000000000022
0.2,0.0,2.0,0.975,0.0,0.025000000000000022
0.5,0.0,2.0,0.975,0.0,0.025000000000000022
1.0,0.0,2.0,0.975,0.00237705615588113,0.025000000000000022
2.0,0.0,2.0,0.975,0.01864416131328861,0.025000000000000022
0.1,0.0,2.0,0.98,0.0,0.020000000000000018
0.2,0.0,2.0,0.98,0.0,0.020000000000000018
0.5,0.0,2.0,0.98,0.0,0.020000000000000018
1.0,0.0,2.0,0.98,0.0015389526518496677,0.020000000000000018
2.0,0.0,2.0,0.98,0.014842432717719456,0.020000000000000018
0.1,0.0,2.0,0.985,0.0,0.015000000000000013
0.2,0.0,2.0,0.985,0.0,0.015000000000000013
0.5,0.0,2.0,0.985,0.0,0.015000000000000013
1.0,0.0,2.0,0.985,0.000875574741125873,0.015000000000000013
2.0,0.0,2.0,0.985,0.011076262211202614,0.015000000000000013
0.1,0.0,2.0,0.99,0.0,0.010000000000000009
0.2,0.0,2.0,0.99,0.0,0.010000000000000009
0.5,0.0,2.0,0.99,0.0,0.010000000000000009
1.0,0.0,2.0,0.99,0.00039323870214436063,0.010000000000000009
2.0,0.0,2.0,0.99,0.0073468403928306225,0.010000000000000009
0.1,0.0,2.0,0.995,0.0,0.0050000000000000044
0.2,0.0,2.0,0.995,0.0,0.0050000000000000044
0.5,0.0,2.0,0.995,0.0,0.0050000000000000044
1.0,0.0,2.0,0.995,9.982203275293866e-5,0.0050000000000000044
2.0,0.0,2.0,0.995,0.0036551337426085073,0.0050000000000000044
0.1,0.0,2.0,1.0,0.0,0.0
0.2,0.0,2.0,1.0,0.0,0.0
0.5,0.0,2.0,1.0,0.0,0.0
1.0,0.0,2.0,1.0,4.524325154742215e-6,0.0
2.0,0.0,2.0,1.0,6.42537433620527e-5,0.0
